error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
e3l-lbdivp-m-001,1,Error,e3l,IL,FRMDATEE3L,Missingness,FRMDATEE3L must be present,FRMDATEE3L cannot be blank,Q0a. FRMDATEE3L (E3L form date) cannot be blank ,FRMDATEE3L = blank,,,,,
e3l-lbdivp-c-002,2,Error,e3l,IL,FRMDATEE3L,Conformity,FRMDATEE3L conforms,FRMDATEE3L must be a date,Q0a. FRMDATEE3L (E3L form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,FRMDATEE3L is not mm/dd/yyyy or yyyy/mm/dd,,,,,
e3l-lbdivp-m-003,3,Error,e3l,IL,LBOPOLYS,Missingness,LBOPOLYS must be present,LBOPOLYS cannot be blank,Q1. LBOPOLYS (Had at least one polysomnography obtained at current or previous evaluation?) cannot be blank,LBOPOLYS = blank,,,,,
e3l-lbdivp-c-004,4,Error,e3l,IL,LBOPOLYS,Conformity,LBOPOLYS conforms,LBOPOLYS must be an integer between 0-1,Q1. LBOPOLYS (Had at least one polysomnography obtained at current or previous evaluation?) must be an integer between 0 and 1,LBOPOLYS < 0 or LBPOLYS > 1,,,,,
e3l-lbdivp-m-005,5,Error,e3l,IL,LBOPOSMO,Missingness,LBOPOSMO conditionally present,"If LBOPOLYS = 1, LBOPOSMO cannot be blank","If Q1. LBOPOLYS (Had at least one polysomnography obtained at current or previous evaluation?) = 1 (Yes), Q1a1. LBOPOSMO (Date of most recent polysomnography - month) cannot be blank",LBOPOLYS = 1 and LBOPOSMO = blank,,"LBOPOLYS, LBOPOSMO",,,
e3l-lbdivp-m-006,6,Error,e3l,IL,LBOPOSMO,Missingness,LBOPOSMO conditionally blank,"If LBOPOLYS = 0, LBOPOSMO must be blank","If Q1. LBOPOLYS (Had at least one polysomnography obtained at current or previous evaluation?) = 0 (No or unknown), Q1a1. LBOPOSMO (Date of most recent polysomnography - month) must be blank",LBOPOLYS = 0 and LBOPOSMO not = blank,,"LBOPOLYS, LBOPOSMO",,,
e3l-lbdivp-c-007,7,Error,e3l,IL,LBOPOSMO,Conformity,LBOPOSMO conforms,LBOPOSMO must be an integer between 1-12,Q1a1. LBOPOSMO (Date of most recent polysomnography - month) must be an integer between 1-12,LBOPOSMO < 1 or LBOPOSMO > 12,,,,,
e3l-lbdivp-m-008,8,Error,e3l,IL,LBOPOSDY,Missingness,LBOPOSDY conditionally present,"If LBOPOLYS = 1, LBOPOSDY cannot be blank","If Q1. LBOPOLYS (Had at least one polysomnography obtained at current or previous evaluation?) = 1 (Yes), Q1a2. LBOPOSDY (Date of most recent polysomnography - day) cannot be blank",LBOPOLYS = 1 and LBOPOSDY = blank,,"LBOPOLYS, LBOPOSDY",,,
e3l-lbdivp-m-009,9,Error,e3l,IL,LBOPOSDY,Missingness,LBOPOSDY conditionally blank,"If LBOPOLYS = 0, LBOPOSDY must be blank","If Q1. LBOPOLYS (Had at least one polysomnography obtained at current or previous evaluation?) = 0 (No or unknown), Q1a2. LBOPOSDY (Date of most recent polysomnography - day) must be blank",LBOPOLYS = 0 and LBOPOSDY not = blank,,"LBOPOLYS, LBOPOSDY",,,
e3l-lbdivp-c-010,10,Error,e3l,IL,LBOPOSDY,Conformity,LBOPOSDY conforms,LBOPOSDY must be an integer between 1-31 or 99,Q1a2. LBOPOSDY (Date of most recent polysomnography - day) must be an integer between 1-31 or 99,LBOPOSMO < 1 or LBOPOSMO > 12 and not = 99,,,,,
