form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic
b4l,IL,0a. B4L Neuropsychiatric Inventory (NPI)  - Form date,FRMDATEB4L,Always,mm/dd/yyyy or yyyy/mm/dd,,Date,
b4l,IL,0b. B4L Neuropsychiatric Inventory (NPI)  - Examiner's initials,INITIALSB4L,No,text,,String,
b4l,IL,"1. Does the participant have beliefs that you know are not true (for example, insisting that people are trying to harm him/her or steal from him/her)? Has he/she said that family members are not who they say they are or that the house is not their home? I'm not asking about mere suspiciousness; I am interested if the participant is convinced that these things are happening to him/her.",LBDELUS,Always,"Integers 0-1, and 8",0=No | 1=Yes | 8=Not applicable,Integer,
b4l,IL,1a. Does the participant believe that he/she is in danger - that others are planning to hurt him/her?,LBDHURT,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,1b. Does the participant believe that others are stealing from him/her?,LBDSTEAL,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,1c. Does the participant believe that his/her spouse/partner is having an affair?,LBDAFFR,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,1d. Does the participant believe that unwelcome guests are living in his/her house?,LBDGUEST,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes) 
b4l,IL,1e. Does the participant believe that his/her spouse or others are not who they claim to be?,LBDIMPOS,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,1f. Does the participant believe that his/her house is not his/ her home?,LBDHOME,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,1g. Does the participant believe that family members plan to abandon him/her?,LBDABAND,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,1h. Does the participant believe that television or magazine figures are actually present in the room? [Does he/she try to talk or interact with them?],LBDPRES,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,1i. Does the participant believe any other unusual things that I haven't asked about?,LBDOTHER,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 1 LBDELUS ne 1 (Yes)
b4l,IL,"2. Does the participant have hallucinations such as seeing false visions or hearing imaginary voices? Does he/she seem to see, hear, or experience things that are not present? By this question, we do not mean just mistaken beliefs such as stating that someone who has died is still alive; rather we are asking if the participant actually has abnormal experiences of sounds or visions.",LBHALL,Always,"Integers 0-1, and 8",0=No | 1=Yes | 8=Not applicable,Integer,
b4l,IL,2a. Does the participant describe hearing voices or acts as if he/she hears voices?,LBHVOICE,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 2 LBHALL ne 1 (Yes)
b4l,IL,2b. Does the participant talk to people who are not there?,LBHPEOPL,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 2 LBHALL ne 1 (Yes)
b4l,IL,2c. Does the participant describe seeing things not seen by others or behave as if he/she is seeing things not seen by others?,LBHNOTPR,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 2 LBHALL ne 1 (Yes)
b4l,IL,2d. Does the participant report smelling odors not smelled by others?,LBHODOR,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 2 LBHALL ne 1 (Yes)
b4l,IL,2e. Does the participant describe feeling things on his/her skin or otherwiseappear to be feeling things crawling on or touching him/her?,LBHFEEL,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 2 LBHALL ne 1 (Yes)
b4l,IL,2f. Does the participant describe tastes that are without any known cause?,LBHTASTE,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 2 LBHALL ne 1 (Yes)
b4l,IL,2g. Does the participant describe any other unusual sensory experiences?,LBHOTSEN,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 2 LBHALL ne 1 (Yes)
b4l,IL,"3. Is the participant very nervous, worried, or frightened for no apparent reason? Does he/she seem very tense or fidgety? Is the participant afraid to be apart from you?",LBANXIET,Always,"Integers 0-1, and 8",0=No | 1=Yes | 8=Not applicable,Integer,
b4l,IL,3a. Does the participant say that he/she is worried about planned events?,LBANEVNT,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 3 LBANXIET ne 1 (Yes)
b4l,IL,"3b. Does the participant have periods of feeling shaky, unable to relax, or feeling excessively tense?",LBANRELX,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 3 LBANXIET ne 1 (Yes)
b4l,IL,"3c. Does the participant have periods of (or complain of) shortness of breath, gasping, or sighing for no reason other than nervousness?",LBANBRTH,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 3 LBANXIET ne 1 (Yes)
b4l,IL,"3d. Does the participant complain of butterflies in his/her stomach, or of racing or pounding of the heart in association with nervousness (symptoms not explained by ill health)?",LBANBUTT,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 3 LBANXIET ne 1 (Yes)
b4l,IL,"3e. Does the participant avoid certain places or situations that make him/ her more nervous such as riding in the car, meeting with friends, or being in crowds?",LBANPLAC,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 3 LBANXIET ne 1 (Yes)
b4l,IL,3f. Does the participant become nervous and upset when separated from you [or his/her caregiver]? [Does he/she cling to you to keep from being separated?],LBANSEPR,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 3 LBANXIET ne 1 (Yes)
b4l,IL,3g. Does the participant show any other signs of anxiety?,LBANOTHR,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 3 LBANXIET ne 1 (Yes)
b4l,IL,4. Has the participant lost interest in the world around him/her? Has he/ she lost interest in doing things or lack motivation for starting new activities? Is he/she more difficult to engage in conversation or in doing chores? Is the participant apathetic or indifferent?,LBAPATHY,Always,"Integers 0-1, and 8",0=No | 1=Yes | 8=Not applicable,Integer,
b4l,IL,4a. Does the participant seem less spontaneous and active than usual?,LBAPSPNT,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
b4l,IL,4b. Is the participant less likely to initiate a conversation?,LBAPCONV,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
b4l,IL,4c. Is the participant less affectionate or lacking in emotions when compared to his/her usual self?,LBAPAFF,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
b4l,IL,4d. Does the participant contribute less to household chores?,LBAPCHOR,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
b4l,IL,4e. Does the participant seem less interested in the activities and plans of others?,LBAPINT,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
b4l,IL,4f. Has the participant lost interest in friends and family members?,LBAPFAML,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
b4l,IL,4g. Is the participant less enthusiastic about his/her usual interests?,LBAPINTR,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
b4l,IL,4h. Does the participant show any other signs that he/ she doesn't care about doing new things?,LBAPOTH,Conditional,Integers 0-1,0=No | 1=Yes,Integer,Blank if Question 4 LBAPATHY ne 1 (Yes)
