error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
b6l-lbd3.1ivp-m-001,001,Error,b6l,IL,FRMDATEB6L,Missingness,FRMDATEB6L must be present,FRMDATEB6L cannot be blank,Q0a. FRMDATEB6L (B6L form date) cannot be blank ,If FRMDATEB6L = blank,,,Yes,No,
b6l-lbd3.1ivp-c-002,002,Error,b6l,IL,FRMDATEB6L,Conformity,FRMDATEB6L conforms,FRMDATEB6L must be a date,Q0a. FRMDATEB6L (B6L form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,If FRMDATEB6L is not mm/dd/yyyy or yyyy/mm/dd,,,Yes,No,
b6l-lbd3.1ivp-m-003,003,Error,b6l,IL,MODEB6L,Missingness,MODEB6L must be present,MODEB6L cannot be blank,Q0d. MODEB6L (B6L in-person or not completed?) cannot be blank,If MODEB6L = blank,,,Yes,No,
b6l-lbd3.1ivp-c-004,004,Error,b6l,IL,MODEB6L,Conformity,MODEB6L conforms,MODEB6L must be an integer between 0-1,Q0d. MODEB6L (B6L in-person or not completed?) must be an integer between 0-1,If MODEB6L < 0 or MODEB6L > 1,,,Yes,No,
b6l-lbd3.1ivp-m-005,005,Error,b6l,IL,B6LNOT,Missingness,B6LNOT conditionally blank,"IF MODEB6L = 1, B6LNOT must be blank","If Q0d. MODEB6L (B6L in-person or not completed?) = 1 (In-person) then Q0d1. B6LNOT (If form was not completed, specify reason) must be blank",If MODEB6L=1 and B6LNOT is not blank,,"MODEB6L, B6LNOT",Yes,No,
b6l-lbd3.1ivp-m-006,006,Error,b6l,IL,B6LNOT,Missingness,B6LNOT conditionally present,"IF MODEB6L = 0, B6LNOT cannot be blank","If Q0d. MODEB6L (B6L in-person or not completed?) = 0 (Not completed) then Q0d1. B6LNOT (If form was not completed, specify reason) cannot be blank",If MODEB6L = 0 and B6LNOT = blank,,"MODEB6L, B6LNOT",Yes,No,
b6l-lbd3.1ivp-c-007,007,Error,b6l,IL,B6LNOT,Conformity,B6LNOT conforms,B6LNOT must be an integer between 95-98,"Q0d1. B6LNOT (If form was not completed, specify reason) must be an integer between 95-98",If B6LNOT < 95 or B6LNOT >98,,,Yes,No,
b6l-lbd3.1ivp-m-008,008,Error,b6l,IL,MODEB6L,Missingness,B6L form must be blank,"If MODEB6L = 0, form should not have data filled","If Q0d. MODEB6L (B6L in-person or not completed?) = 0 (Not completed), form B6L should not have data filled",IF MODEB6L=0 and rest of form is not blank,,,No,No,
b6l-lbd3.1ivp-m-009,009,Error,b6l,IL,LBSPCGIM,Missingness,LBSPCGIM must be present,LBSPCGIM cannot be blank,"Q0. LBSPCGIM (Is the participant too cognitively impaired (e.g., CDR>1) to complete this form) cannot be blank",If LBSPCGIM =blank,,,,,
b6l-lbd3.1ivp-c-010,010,Error,b6l,IL,LBSPCGIM,Conformity,LBSPCGIM conforms,LBSPCGIM must be an integer between 0-1,"Q0. LBSPCGIM (Is the participant too cognitively impaired (e.g., CDR>1) to complete this form) must be an integer between 0-1",If LBSPCGIM < 0 or LBSPCGIM > 1,,,,,
b6l-lbd3.1ivp-m-011,011,Error,b6l,IL,LBSPCGIM,Missingness,LBSPDRM conditionally blank,"If LBSPCGIM = 1, all of (LBSPDRM, LBSPYRS, LBSPMOS, LBSPINJS, LBSPINJP, LBSPCHAS, LBSPMOVE, LBSPLEGS, LBSPNERV, LBSPURGL, LBSPSENS, LBSPWORS, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPTRT, LBSPCRMP, LBSPALRT) must be blank","If Q0. LBSPCGIM (Is the participant too cognitively impaired (e.g., CDR>1) to complete this form) = 1, all of (LBSPDRM, LBSPYRS, LBSPMOS, LBSPINJS, LBSPINJP, LBSPCHAS, LBSPMOVE, LBSPLEGS, LBSPNERV, LBSPURGL, LBSPSENS, LBSPWORS, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPTRT, LBSPCRMP, LBSPALRT) must be blank","If LBSPCGIM = 1 and any of (LBSPDRM, LBSPYRS, LBSPMOS, LBSPINJS, LBSPINJP, LBSPCHAS, LBSPMOVE, LBSPLEGS, LBSPNERV, LBSPURGL, LBSPSENS, LBSPWORS, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPTRT, LBSPCRMP, LBSPALRT) not blank",,"LBSPCGIM, LBSPDRM, LBSPYRS, LBSPMOS, LBSPINJS, LBSPINJP, LBSPCHAS, LBSPMOVE, LBSPLEGS, LBSPNERV, LBSPURGL, LBSPSENS, LBSPWORS, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPTRT, LBSPCRMP, LBSPALRT",,,
b6l-lbd3.1ivp-m-012,012,Error,b6l,IL,LBSPCGIM,Missingness,LBSPDRM conditionally present,"If LBSPCGIM = 0, all of (LBSPDRM, LBSPLEGS, LBSPNERV, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPCRMP, LBSPALRT) must be present","If Q0. LBSPCGIM (Is the participant too cognitively impaired (e.g., CDR>1) to complete this form) = 0, all of (LBSPDRM, LBSPLEGS, LBSPNERV, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPCRMP, LBSPALRT) must be present","If LBSPCGIM = 0 and any of (LBSPDRM, LBSPLEGS, LBSPNERV, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPCRMP, LBSPALRT) are blank",,"LBSPCGIM, LBSPDRM, LBSPLEGS, LBSPNERV, LBSPWALK, LBSPAWAK, LBSPBRTH, LBSPCRMP, LBSPALRT",,,
b6l-lbd3.1ivp-c-013,013,Error,b6l,IL,LBSPDRM,Conformity,LBSPDRM conforms,LBSPDRM must be an integer between 0-1 ,Q1. LBSPDRM (Have you ever been told that you seem to ""act out your dreams"" while sleeping) must be an integer between 0-1,If LBSPDRM < 0 and LBSPDRM  >1 ,,,,,
