form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic
b3l,IL,0a. B3L UPDRS III: Motor Examination - Form date,FRMDATEB3L,Always,mm/dd/yyyy or yyyy/mm/dd,,Date,
b3l,IL,0b. B3L UPDRS III: Motor Examination - Examiner's initials,INITIALSB3L,No,text,,String,
b3l,IL,1. Speech,LBUMSPCH,Always,"Integers 0-4, and 8","0=Normal | 1=Slight loss of expression, diction, and/or volume | 2=Monotone, slurred but understandable; moderately impaired | 3=Marked impairment, difficult to understand| 4=Unintelligible |  8=Untestable",Integer,
b3l,IL,1a. Speech - Reason untestable,LBUMSPCX,Conditional,Any text,,String,Blank if Question 1 LBUMSPCH ne  8 (Untestable)
b3l,IL,2. Facial Expression,LBUMFACE,Always,"Integers 0-4, and 8","0=Normal | 1=Minimal hypomimia, could be normal “poker face” | 2=Slight but definitely abnormal diminution of facial expression | 3=Moderate hypomimia; lips parted some of the time| 4=Masked or fixed facies with severe or complete loss of facial expression; lips parted 1/4 inch or more |  8=Untestable",Integer,
b3l,IL,2a. Facial Expression - Reason untestable,LBUMFACX,Conditional,Any text,,String,Blank if Question 2 LBUMFACE ne  8 (Untestable)
b3l,IL,"3a. Tremor at rest — face, lips, chin",LBUMTRFA,Always,"Integers 0-4, and 8","0=Normal | 1=Slight and infrequently present | 2=Mild in amplitude and persistent. Or moderate in amplitude, but only intermittently present | 3=Moderate in amplitude and present most of the time| 4=Marked in amplitude and present most of the time |  8=Untestable",Integer,
b3l,IL,"3a1. Tremor at rest — face, lips, chin - Reason untestable",LBUTRFAX,Conditional,Any text,,String,Blank if Question 3a LBUMTRFA ne  8 (Untestable)
b3l,IL,3b. Tremor at rest — right hand,LBUMTRRH,Always,"Integers 0-4, and 8","0=Normal | 1=Slight and infrequently present | 2=Mild in amplitude and persistent. Or moderate in amplitude, but only intermittently present | 3=Moderate in amplitude and present most of the time| 4=Marked in amplitude and present most of the time |  8=Untestable",Integer,
b3l,IL,3b1. Tremor at rest — right hand - Reason untestable,LBUTRRHX,Conditional,Any text,,String,Blank if Question 3b LBUMTRRH ne  8 (Untestable)
b3l,IL,3c. Tremor at rest — left hand,LBUMTRLH,Always,"Integers 0-4, and 8","0=Normal | 1=Slight and infrequently present | 2=Mild in amplitude and persistent. Or moderate in amplitude, but only intermittently present | 3=Moderate in amplitude and present most of the time| 4=Marked in amplitude and present most of the time |  8=Untestable",Integer,
b3l,IL,3c1. Tremor at rest — left hand - Reason untestable,LBUTRLHX,Conditional,Any text,,String,Blank if Question 3c LBUMTRLH ne  8 (Untestable)
