"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
b5_hdr,b5_neuropsychiatric_inventory_questionnaire_npiq,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; border-style: none; height: 36px;"" border=""0""> <tbody> <tr style=""height: 18px;""> <td style=""width: 49.2221%; height: 18px;"">Form date: <span style=""font-weight: normal;"">{vstdate_b5}</span></td> <td style=""width: 50.7779%; height: 18px;"">Examiner's initials:<span style=""font-weight: normal;""> {initials_b5}</span></td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
vstdate_b5,b5_neuropsychiatric_inventory_questionnaire_npiq,,text,"Visit Date",,,date_mdy,,,,,y,,,,,
initials_b5,b5_neuropsychiatric_inventory_questionnaire_npiq,,text,"Examiner's initials",,,,,,,,y,,,,,
b5_fieldembed,b5_neuropsychiatric_inventory_questionnaire_npiq,,descriptive,"<div class=""rich-text-field-label""><p>{b5_instr}</p> <table style=""border-collapse: collapse; width: 100%; height: 854.875px; border-style: solid;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""background-color: #c2e0f4; width: 4.33979%; height: 18px;"">1.</td> <td style=""background-color: #c2e0f4; width: 73.3424%; height: 18px;"" colspan=""3"">NPI CO-PARTICIPANT:  {npiqinf}<span style=""font-weight: normal;""><br /></span></td> <td style=""background-color: #236fa1; text-align: center; width: 22.2776%; height: 18px;"" colspan=""2""><span style=""color: #ffffff;"">SEVERITY</span></td> </tr> <tr style=""height: 72px;""> <td style=""width: 4.33979%; background-color: #ecf0f1; height: 72px;"">2.</td> <td style=""width: 50.6308%; height: 72px; background-color: #ecf0f1;"">Delusions <span style=""font-weight: normal;"">-- Does the patient have false beliefs, such as thinking that others are stealing from him/her or planning to harm him/her in some way?</span></td> <td style=""width: 5.78638%; border-style: solid; background-color: #ecf0f1; height: 72px;""><span style=""font-weight: normal;"">2a.</span></td> <td style=""width: 16.9252%; height: 72px; border-style: solid; background-color: #ecf0f1;""><span style=""font-weight: normal;"">{del:icons}</span></td> <td style=""width: 4.91948%; border-style: solid; background-color: #ecf0f1; text-align: left; height: 72px;""><span style=""font-weight: normal;"">2b.</span></td> <td style=""width: 17.3581%; height: 72px; border-style: solid; background-color: #ecf0f1; text-align: left;""><span style=""font-weight: normal;""> {delsev:icons}</span></td> </tr> <tr style=""height: 72px;""> <td style=""width: 4.33979%; background-color: #c2e0f4; height: 72px;"">3.</td> <td style=""width: 50.6308%; height: 72px; background-color: #c2e0f4;"">Hallucinations <span style=""font-weight: normal;"">-- Does the patient have hallucinations such as false visions or voices? Does he or she seem to hear or see things that are not present?</span></td> <td style=""width: 5.78638%; background-color: #c2e0f4; border-style: solid; height: 72px;""><span style=""font-weight: normal;"">3a.</span></td> <td style=""width: 16.9252%; height: 72px; background-color: #c2e0f4; border-style: solid;""><span style=""font-weight: normal;"">{hall:icons}</span></td> <td style=""width: 4.91948%; border-style: solid; background-color: #c2e0f4; text-align: left; height: 72px;""><span style=""font-weight: normal;"">3b.</span></td> <td style=""width: 17.3581%; height: 72px; border-style: solid; background-color: #c2e0f4; text-align: left;""><span style=""font-weight: normal;""> {hallsev:icons} </span></td> </tr> <tr style=""height: 54px;""> <td style=""width: 4.33979%; background-color: #ecf0f1; height: 54px;"">4.</td> <td style=""width: 50.6308%; height: 54px; background-color: #ecf0f1;"">Agitation/aggression <span style=""font-weight: normal;"">-- Is the patient resistive to help from others at times, or hard to handle?</span></td> <td style=""width: 5.78638%; background-color: #ecf0f1; height: 54px;""><span style=""font-weight: normal;"">4a.</span></td> <td style=""width: 16.9252%; height: 54px; background-color: #ecf0f1;""><span style=""font-weight: normal;"">{agit:icons}</span></td> <td style=""width: 4.91948%; background-color: #ecf0f1; text-align: left; height: 54px;""><span style=""font-weight: normal;"">4b.</span></td> <td style=""width: 17.3581%; height: 54px; background-color: #ecf0f1; text-align: left;""><span style=""font-weight: normal;""> {agitsev:icons} </span></td> </tr> <tr style=""height: 40.9375px;""> <td style=""width: 4.33979%; background-color: #c2e0f4; height: 40.9375px;""> <div data-kind=""field-label""> <div data-mlm-field=""depd"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>5.</p> </div> </div> </div> </td> <td style=""width: 50.6308%; height: 40.9375px; background-color: #c2e0f4;""> <div data-kind=""field-label""> <div data-mlm-field=""depd"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>Depression/dysphoria<span style=""font-weight: normal;""> -- Does the patient seem sad or say that he/she is depressed?</span></p> </div> </div> </div> </td> <td style=""width: 5.78638%; background-color: #c2e0f4; height: 40.9375px;""><span style=""font-weight: normal;"">5a.</span></td> <td style=""width: 16.9252%; height: 40.9375px; background-color: #c2e0f4;""><span style=""font-weight: normal;"">{depd:icons}</span></td> <td style=""width: 4.91948%; background-color: #c2e0f4; text-align: left; height: 40.9375px;""><span style=""font-weight: normal;""> 5b.</span></td> <td style=""width: 17.3581%; height: 40.9375px; background-color: #c2e0f4; text-align: left;""><span style=""font-weight: normal;""> {depdsev:icons} </span></td> </tr> <tr style=""height: 90.9375px;""> <td style=""width: 4.33979%; background-color: #ecf0f1; height: 90.9375px;""> <div data-kind=""field-label""> <div data-mlm-field=""anx"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>6.</p> </div> </div> </div> </td> <td style=""width: 50.6308%; height: 90.9375px; background-color: #ecf0f1;""> <div data-kind=""field-label""> <div data-mlm-field=""anx"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>Anxiety <span style=""font-weight: normal;"">-- Does the patient become upset when separated from you? Does he/she have any other signs of nervousness such as shortness of breath, sighing, being unable to relax, or feeling excessively tense?</span></p> </div> </div> </div> </td> <td style=""width: 5.78638%; background-color: #ecf0f1; height: 90.9375px;""><span style=""font-weight: normal;"">6a.</span></td> <td style=""width: 16.9252%; height: 90.9375px; background-color: #ecf0f1;""><span style=""font-weight: normal;"">{anx:icons}</span></td> <td style=""width: 4.91948%; background-color: #ecf0f1; text-align: left; height: 90.9375px;""><span style=""font-weight: normal;""> 6b.</span></td> <td style=""width: 17.3581%; height: 90.9375px; background-color: #ecf0f1; text-align: left;""><span style=""font-weight: normal;""> {anxsev:icons} </span></td> </tr> <tr style=""height: 54px;""> <td style=""width: 4.33979%; background-color: #c2e0f4; height: 54px;"">7.</td> <td style=""width: 50.6308%; height: 54px; background-color: #c2e0f4;"">Elation/euphoria<span style=""font-weight: normal;""> -- Does the patient appear to feel too good or act excessively happy?</span></td> <td style=""width: 5.78638%; background-color: #c2e0f4; height: 54px;""><span style=""font-weight: normal;"">7a.</span></td> <td style=""width: 16.9252%; height: 54px; background-color: #c2e0f4;""><span style=""font-weight: normal;"">{elat:icons}</span></td> <td style=""width: 4.91948%; background-color: #c2e0f4; text-align: left; height: 54px;""><span style=""font-weight: normal;""> 7b.</span></td> <td style=""width: 17.3581%; height: 54px; background-color: #c2e0f4; text-align: left;""><span style=""font-weight: normal;""> {elatsev:icons}</span></td> </tr> <tr style=""background-color: #ecf0f1; height: 72px;""> <td style=""width: 4.33979%; height: 72px;"">8.</td> <td style=""width: 50.6308%; height: 72px;"">Apathy/indifference<span style=""font-weight: normal;""> -- Does the patient seem less interested in his/her usual activities or in the activities and plans of others?</span></td> <td style=""width: 5.78638%; height: 72px;""><span style=""font-weight: normal;"">8a.</span></td> <td style=""width: 16.9252%; height: 72px;""><span style=""font-weight: normal;"">{apa:icons}</span></td> <td style=""width: 4.91948%; height: 72px; text-align: left;""><span style=""font-weight: normal;""> 8b.</span></td> <td style=""width: 17.3581%; height: 72px; text-align: left;""><span style=""font-weight: normal;""> {apasev:icons} </span></td> </tr> <tr style=""height: 90px;""> <td style=""background-color: #c2e0f4; width: 4.33979%; height: 90px;"">9.</td> <td style=""background-color: #c2e0f4; width: 50.6308%; height: 90px;"">Disinhibition <span style=""font-weight: normal;"">-- Does the patient seem to act impulsively, for example, talking to strangers as if he/she knows them, or saying things that may hurt people's feelings?</span></td> <td style=""background-color: #c2e0f4; width: 5.78638%; height: 90px;""><span style=""font-weight: normal;"">9a.</span></td> <td style=""background-color: #c2e0f4; width: 16.9252%; height: 90px;""><span style=""font-weight: normal;"">{disn:icons}</span></td> <td style=""background-color: #c2e0f4; width: 4.91948%; text-align: left; height: 90px;""><span style=""font-weight: normal;""> 9b.</span></td> <td style=""background-color: #c2e0f4; width: 17.3581%; height: 90px; text-align: left;""><span style=""font-weight: normal;""> {disnsev:icons} </span></td> </tr> <tr style=""background-color: #ecf0f1; height: 72.75px;""> <td style=""width: 4.33979%; height: 72.75px;""> <div data-kind=""field-label""> <div data-mlm-field=""irr"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>10.</p> </div> </div> </div> </td> <td style=""width: 50.6308%; background-color: #ecf0f1; height: 72.75px;""> <div data-kind=""field-label""> <div data-mlm-field=""irr"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>Irritability/lability <span style=""font-weight: normal;"">-- Is the patient impatient and cranky? Does he/she have difficulty coping with delays or waiting for planned activities? </span></p> </div> </div> </div> </td> <td style=""width: 5.78638%; height: 72.75px;""><span style=""font-weight: normal;"">10a.</span></td> <td style=""width: 16.9252%; height: 72.75px;""><span style=""font-weight: normal;"">{irr:icons}</span></td> <td style=""width: 4.91948%; text-align: left; height: 72.75px;""><span style=""font-weight: normal;""> 10b.</span></td> <td style=""width: 17.3581%; height: 72.75px; text-align: left;""><span style=""font-weight: normal;""> {irrsev:icons} </span></td> </tr> <tr style=""height: 90.9375px;""> <td style=""background-color: #c2e0f4; width: 4.33979%; height: 90.9375px;""> <div data-kind=""field-label""> <div data-mlm-field=""irr"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>11.</p> </div> </div> </div> </td> <td style=""background-color: #c2e0f4; width: 50.6308%; height: 90.9375px;""> <div data-kind=""field-label""> <div data-mlm-field=""irr"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>Motor disturbance <span style=""font-weight: normal;"">-- Does the patient engage in repetitive activities such as pacing around the house, handling buttons, wrapping string, or doing other things repeatedly?</span></p> </div> </div> </div> </td> <td style=""background-color: #c2e0f4; width: 5.78638%; height: 90.9375px;""><span style=""font-weight: normal;""> 11a.</span></td> <td style=""background-color: #c2e0f4; width: 16.9252%; height: 90.9375px;""><span style=""font-weight: normal;"">{mot:icons}</span></td> <td style=""background-color: #c2e0f4; width: 4.91948%; text-align: left; height: 90.9375px;""><span style=""font-weight: normal;""> 11b.</span></td> <td style=""background-color: #c2e0f4; width: 17.3581%; height: 90.9375px; text-align: left;""><span style=""font-weight: normal;""> {motsev:icons} </span></td> </tr> <tr style=""background-color: #ecf0f1; height: 72.75px;""> <td style=""width: 4.33979%; height: 72.75px;""> <div data-kind=""field-label""> <div data-mlm-field=""nite"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>12.</p> </div> </div> </div> </td> <td style=""width: 50.6308%; height: 72.75px;""> <div data-kind=""field-label""> <div data-mlm-field=""nite"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>Nighttime behaviors<span style=""font-weight: normal;""> -- Does the patient awaken you during the night, rise too early in the morning, or take excessive naps during the day?</span></p> </div> </div> </div> </td> <td style=""width: 5.78638%; height: 72.75px;""><span style=""font-weight: normal;""> 12a.</span></td> <td style=""width: 16.9252%; height: 72.75px;""><span style=""font-weight: normal;"">{nite:icons}</span></td> <td style=""width: 4.91948%; text-align: left; height: 72.75px;""><span style=""font-weight: normal;""> 12b.</span></td> <td style=""width: 17.3581%; height: 72.75px; text-align: left;""><span style=""font-weight: normal;""> {nitesev:icons} </span></td> </tr> <tr style=""height: 54.5625px;""> <td style=""background-color: #c2e0f4; width: 4.33979%; height: 54.5625px;""> <div data-kind=""field-label""> <div data-mlm-field=""app"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>13.</p> </div> </div> </div> </td> <td style=""background-color: #c2e0f4; width: 50.6308%; height: 54.5625px;""> <div data-kind=""field-label""> <div data-mlm-field=""app"" data-mlm-type=""label""> <div class=""rich-text-field-label""> <p>Appetite/eating<span style=""font-weight: normal;""> -- Has the patient lost or gained weight, or had a change in the type of food he/she likes?</span></p> </div> </div> </div> </td> <td style=""background-color: #c2e0f4; width: 5.78638%; height: 54.5625px;""><span style=""font-weight: normal;""> 13a.</span></td> <td style=""background-color: #c2e0f4; width: 16.9252%; height: 54.5625px;""><span style=""font-weight: normal;"">{app:icons}</span></td> <td style=""background-color: #c2e0f4; width: 4.91948%; text-align: left; height: 54.5625px;""><span style=""font-weight: normal;"">13b. </span></td> <td style=""background-color: #c2e0f4; width: 17.3581%; height: 54.5625px; text-align: left;""><span style=""font-weight: normal;""> {appsev:icons}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
b5_instr,b5_neuropsychiatric_inventory_questionnaire_npiq,,descriptive,"<div class=""rich-text-field-label""><p><em>INSTRUCTIONS<span style=""font-weight: normal;"">: This form is to be completed by the clinician or other trained health professional based on co-participant interview, as described by the training video. (This is not to be completed by the participant as a paper-and-pencil self-report.) For information on NPI-Q Interviewer Certification, see <a href=""https://naccdata.org/data-collection/forms-documentation/uds-3"" target=""_blank"" rel=""noopener"">UDS Coding Guidebook for Initial Visit Packet, Form B5</a>. </span></em></p> <p><em><span style=""font-weight: normal;"">Check only <span style=""text-decoration: underline;"">one</span> box for each category of response.</span></em></p> <table style=""border-collapse: collapse; width: 98.9855%; height: 221px; border-color: #3598db; border-style: solid;"" border=""2""> <tbody> <tr style=""height: 213.8px;""> <td style=""width: 100%; height: 213.8px;""> <div class=""page"" title=""Page 1""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">Please answer the following questions based on <span style=""text-decoration: underline;"">changes</span> that have occurred since the patient first began to experience memory (i.e., cognitive) problems. </span>Select 1=Yes <span style=""text-decoration: underline;"">only</span> if the symptom(s) has been present <span style=""text-decoration: underline;"">in the last month</span>. Otherwise, select 0=No.<span style=""font-weight: normal;""> <em>(NOTE: for the UDS, please administer the NPI-Q to all participants.)</em></span></p> <p><span style=""font-weight: normal;"">For each item marked </span>1=Yes<span style=""font-weight: normal;"">, rate the SEVERITY of the symptom (how it affects the patient):<br /><br /></span><span style=""font-weight: normal;"">1=</span>Mild<span style=""font-weight: normal;""> (noticeable, but not a significant change)</span></p> <p><span style=""font-weight: normal;"">2=</span>Moderate<span style=""font-weight: normal;""> (significant, but not a dramatic change)</span></p> <p><span style=""font-weight: normal;"">3=</span>Severe<span style=""font-weight: normal;""> (very marked or prominent; a dramatic change)<br /></span></p> </div> </div> </div> </div> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
npiqinf,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"1. NPI CO-PARTICIPANT:","1, Spouse | 2, Child | 3, Other {npiqinfx}",,,,,,,y,RH,,,,
npiqinfx,b5_neuropsychiatric_inventory_questionnaire_npiq,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Other:</span></p></div>",,,,,,,"[npiqinf] = '3'",,,,,," @PLACEHOLDER='SPECIFY'"
del,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>2a. Delusions -- <span style=""font-weight: normal;"">Does the patient have false beliefs, such as thinking that others are stealing from him/her or planning to harm him/her in some way?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
delsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"2b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,[del]='1',,,,,,
hall,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>3a. Hallucinations <span style=""font-weight: normal;"">-- Does the patient have hallucinations such as false visions or voices? Does he or she seem to hear or see things that are not present?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
