"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
b9_header,b9_clinician_judgment_of_symptoms,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 99.9489%; height: 144.531px;"" border=""1""> <tbody> <tr style=""height: 24.1761px;""> <td style=""width: 25.0515%; height: 24.1761px;""><span style=""font-weight: normal;"">Form date:</span></td> <td style=""width: 25.0515%; height: 24.1761px;""><span style=""font-weight: normal;"">{frmdateb9:icons}</span></td> <td style=""width: 25.0515%; height: 24.1761px;""><span style=""font-weight: normal;"">Examiner's initials:</span></td> <td style=""width: 25.0515%; height: 24.1761px;""><span style=""font-weight: normal;"">{initialsb9:icons}</span></td> </tr> <tr style=""height: 57.0597px;""> <td style=""width: 25.0515%; height: 57.0597px;""><span style=""font-weight: normal;"">Language: </span></td> <td style=""height: 57.0597px; width: 75.1544%;"" colspan=""3""><span style=""font-weight: normal;"">{langb9:icons}</span></td> </tr> <tr style=""height: 63.2955px;""> <td style=""width: 25.0515%; height: 63.2955px;""><span style=""font-weight: normal;"">Mode: </span></td> <td style=""width: 25.0515%; height: 63.2955px;""><span style=""font-weight: normal;"">{modeb9:icons}</span></td> <td style=""width: 25.0515%; height: 63.2955px;""> <p><span style=""font-weight: normal;"">{rmreasb9_desc}</span><br /><span style=""font-weight: normal;"">{rmreasb9:icons}</span></p> </td> <td style=""width: 25.0515%; height: 63.2955px;""> <p><span style=""font-weight: normal;"">{rmmodeb9_desc}</span><br /><span style=""font-weight: normal;"">{rmmodeb9:icons}</span></p> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
frmdateb9,b9_clinician_judgment_of_symptoms,,text,"0a. B9 Clinical Judgement of Symptoms - Form date",,,date_mdy,,,,,y,,,,,
initialsb9,b9_clinician_judgment_of_symptoms,,text,"0b. B9 Clinical Judgement of Symptoms - Examiner's initials",,,alpha_only,,,,,,,,,,
langb9,b9_clinician_judgment_of_symptoms,,radio,"0c. B9 Clinical Judgement of Symptoms - Language","1, English | 2, Spanish",,,,,,,y,,,,,
modeb9,b9_clinician_judgment_of_symptoms,,radio,"0d. B9 Clinical Judgement of Symptoms - In-person or remote?","1, In-person | 2, Remote",,,,,,,y,,,,,
rmreasb9_desc,b9_clinician_judgment_of_symptoms,,descriptive,"Select the reason why this form was completed remotely:",,,,,,,[modeb9]='2',,,,,,
rmreasb9,b9_clinician_judgment_of_symptoms,,radio,"0d1. If 'B9 Clinical Judgement of Symptoms' form was completed remotely, specify reason","1, Too cognitively impaired | 2, Too physically impaired | 3, Homebound or nursing home | 4, Refused in-person visit | 5, Other",,,,,,[modeb9]='2',y,,,,,
rmmodeb9_desc,b9_clinician_judgment_of_symptoms,,descriptive,"Select the modality used to collect this form remotely:",,,,,,,[modeb9]='2',,,,,,
rmmodeb9,b9_clinician_judgment_of_symptoms,,radio,"0d1a. What modality was used to collect this remote 'B9 Clinical Judgement of Symptoms' form?","1, Telephone | 2, Video",,,,,,[modeb9]='2',y,,,,,
b9_instr,b9_clinician_judgment_of_symptoms,,descriptive,"<div class=""rich-text-field-label""><p><em>INSTRUCTIONS:</em><span style=""font-weight: normal;""><em>  This form is to be completed by the clinician. <span style=""text-decoration: underline;"">Questions below are not intended for direct administration to participant or co-participant.</span> For all questions the clinician must use their best judgment about whether symptoms are present and make their estimate when symptoms began based on information from participant and co-participant. For additional clarification and examples, see </em></span>UDS Coding Guidebook<span style=""font-weight: normal;""><em> for</em></span> Form B9<span style=""font-weight: normal;""><em>. Check only <u>one</u> answer per question.</em></span></p></div>",,,,,,,,,,,,,
