"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
b4_title,b4_cdr_dementia_staging_instrument,,descriptive,"<div class=""rich-text-field-label""><h6><strong>Form B4:</strong><span style=""font-weight: normal;""> CDR<sup>© </sup>Dementia Staging Instrument</span><br /><span style=""font-size: 8pt; font-weight: normal;"">PLUS</span><span style=""font-weight: normal;""> NACC FTLD Behavior & Language Domains (CDR<sup>© </sup>Plus NACC FTLD)</span></h6> <hr /></div>",,,,,,,,,,,,,
ivp_b4_instructions,b4_cdr_dementia_staging_instrument,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;""><em>INSTRUCTIONS: This form is to be completed by the clinician or other trained health professional, based on co-participant report and behavioral and neurological exam of the participant. In the extremely rare instances when no co-participant is available, the clinician or other trained health professional must complete this form using all other available information and his/her best clinical judgment. Score only as decline from previous level due to <u>cognitive loss</u>, not impairment due to other factors, such as physical disability. </em></span><em><span style=""font-weight: normal;"">For information on the required online CDR training, see the</span> </em><a href=""https://files.alz.washington.edu/documentation/uds3-ivp-guidebook.pdf"" target=""_blank"" rel=""noopener"">UDS Coding Guidebook</a><em> <span style=""font-weight: normal;"">for</span> </em>Form B4.</p></div>",,,,,,,,,,,,,
b4_section1,b4_cdr_dementia_staging_instrument,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 63.3125px; background-color: #ffffff;"" border=""0"" cellpadding=""4px""> <tbody> <tr style=""height: 35px;""> <td style=""width: 98.3027%; background-color: #236fa1; height: 34.3125px;""><span style=""color: #ffffff;"">Section 1: CDR<sup>©</sup> Dementia Staging Instrument<sup>1</sup></span></td> </tr> <tr style=""height: 35px;""> <td style=""width: 98.3027%; background-color: #c2e0f4; height: 18px;""><span style=""color: #ffffff;""><span style=""color: #ffffff;""><span style=""color: #000000;"">Impairment</span></span><br /></span></td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
memory,b4_cdr_dementia_staging_instrument,,radio,"1. Memory","0, <b>None = 0</b><br/>No memory loss, or slight inconsistent forgetfulness | 0.5, <b>Questionable = 0.5 </b><br>Consistent slight forgetfulness; partial recollection of events; ""benign"" forgetfulness | 1, <b>Mild = 1</b> <br/>Moderate memory loss, more marked for recent events; defect interferes with everyday activities | 2, <b>Moderate = 2 </b><br/>Severe memory loss; only highly learned material retained; new material rapidly lost | 3, <b>Severe = 3 </b><br/>Severe memory loss; only fragments remain | 99, <b>Not Applicable</b>",,,,,,,y,LV,,,," @IF([dssub]='1', @DEFAULT='99', @HIDECHOICE='99')"
orient,b4_cdr_dementia_staging_instrument,,radio,"2. Orientation","0, <b>None = 0</b> <br/>Fully oriented | 0.5, <b>Questionable = 0.5</b> <br>Fully oriented except for slight difficulty with time relationships | 1, <b>Mild = 1 </b><br/>Moderate difficulty with time relationships; oriented for place at examination; may have geographic disorientation elsewhere | 2, <b>Moderate = 2 </b><br/>Severe difficulty with time relationships; usually disoriented to time, often to place | 3, <b>Severe = 3 </b><br/>Oriented to person only | 99, <b>Not Applicable</b>",,,,,,,y,LV,,,," @IF([dssub]='1', @DEFAULT='99', @HIDECHOICE='99')"
judgment,b4_cdr_dementia_staging_instrument,,radio,"3. Judgment & Problem Solving","0, <b>None = 0 </b><br/>Solves everyday problems, handles business & financial affairs well; judgment good in relation to past performance | 0.5, <b>Questionable = 0.5 </b><br>Slight impairment in solving problems, similarities, and differences | 1, <b>Mild = 1 </b><br/>Moderate difficulty in handling problems, similarities, and differences; social judgment usually maintained | 2, <b>Moderate = 2 </b><br/>Severely impaired in handling problems, similarities, and differences; social judgment usually impaired | 3, <b>Severe = 3</b> <br/>Unable to make judgments or solve problems | 99, <b>Not Applicable</b>",,,,,,,y,LV,,,," @IF([dssub]='1', @DEFAULT='99', @HIDECHOICE='99')"
commun,b4_cdr_dementia_staging_instrument,,radio,"4. Community Affairs","0, <b>None = 0 </b><br/>Independent function at usual level in job, shopping, volunteer and social groups | 0.5, <b>Questionable = 0.5 </b><br>Slight impairment in these activities | 1, <b>Mild = 1 </b><br/>Unable to function independently at these activities, although may still be engaged in some; appears normal to casual inspection | 2, <b>Moderate = 2 </b><br/>No pretense of independent function outside the home; appears well enough to be taken to functions outside the family home | 3, <b>Severe = 3 </b><br/>No pretense of independent function outside the home; appears too ill to be taken to functions outside the family home | 99, <b>Not Applicable</b>",,,,,,,y,LV,,,," @IF([dssub]='1', @DEFAULT='99', @HIDECHOICE='99')"
homehobb,b4_cdr_dementia_staging_instrument,,radio,"5. Home & Hobbies","0, <b>None = 0 </b><br/>Life at home, hobbies, and intellectual interests well maintained | 0.5, <b>Questionable = 0.5 </b><br>Life at home, hobbies, and intellectual interests slightly impaired | 1, <b>Mild = 1 </b><br/>Mild but definite impairment of function at home; more difficult chores abandoned; more complicated hobbies and interests abandoned | 2, <b>Moderate = 2 </b><br/>Only simple chores preserved; very restricted interests, poorly maintained | 3, <b>Severe = 3 </b><br/>No significant function in the home | 99, <b>Not Applicable</b>",,,,,,,y,LV,,,," @IF([dssub]='1', @DEFAULT='99', @HIDECHOICE='99')"
perscare,b4_cdr_dementia_staging_instrument,,radio,"6. Personal Care","0, <b>None / Questionable = 0</b><br/>Fully capable of self-care | 1, <b>Mild = 1 </b><br/>Needs prompting | 2, <b>Moderate = 2 </b><br/>Requires assistance in dressing, hygiene, keeping of personal effects | 3, <b>Severe = 3 </b><br/>Requires much help with personal care; frequent incontinence | 99, <b>Not Applicable</b>",,,,,,,y,LV,,,," @IF([dssub]='1', @DEFAULT='99', @HIDECHOICE='99')"
b4_warning1,b4_cdr_dementia_staging_instrument,,descriptive," <div style=""border: 1px solid #FF0000;background:#F1948A; color: #000000; text-align:center;padding:12px;"">WARNING: CDR Sum of Boxes will only be calculated if questions 1-6 have valid responses.</div>",,,,,,,"[memory] = '' or 
 [orient] = ''  or 
 [judgment] = ''  or 
 [commun] = ''  or 
 [homehobb] = ''  or 
 [perscare] = ''",,,,,,
