error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
f3-cv-m-001,001,Error,f3,cv,FRMDATEF3,Missingness,FRMDATEF3 must be present,FRMDATEF3 cannot be blank,Q0G. FRMDATEF3 (F3 form date) cannot be blank,If FRMDATEF3=blank,,,,,
f3-cv-c-002,002,Error,f3,cv,FRMDATEF3,Conformity,FRMDATEF3 conforms,FRMDATEF3 must be a date,Q0G. FRMDATEF3 (F3 form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,If FRMDATEF3 is not mm/dd/yyyy or yyyy/mm/dd,,,,,
f3-cv-m-003,003,Error,f3,cv,MODEF3,Missingness,MODEF3 must be present,MODEF3 cannot be blank,Q0H. MODEF3 (F3 in person or remote) cannot be blank,If MODEF3=blank,,,,,
f3-cv-c-004,004,Error,f3,cv,MODEF3,Conformity,MODEF3 conforms,MODEF3 must be an integer between 1-2,Q0H. MODEF3 (F3 in person or remote) must be an integer between 1-2,If MODEF3 < 1 or MODEF3 > 2,,,,,
f3-cv-c-005,005,Error,f3,cv,C19COISO,Conformity,C19COISO conforms,C19COISO must be an integer between 1-5 or 8,"Q1. C19COISO (On a scale of 1-5, how isolated or cut off from family and friends have you felt due to the COVID-19 pandemic?) must be an integer between 1-5 or 8",IF  C19COISO <1 or (C19COISO >5 and C19COISO ne 8),,,,,
f3-cv-m-006,006,Error,f3,cv,C19COISO,Missingness,C19COISO must be present,C19COISO cannot be blank,"Q1. C19COISO (On a scale of 1-5, how isolated or cut off from family and friends have you felt due to the COVID-19 pandemic?) cannot be blank",IF C19COISO=blank,,,,,
f3-cv-c-007,007,Error,f3,cv,C19CODIS,Conformity,C19CODIS conforms,C19CODIS must be an integer between 1-5 or 8,"Q2. C19CODIS (On a scale of 1-5, how disruptive has the COVID-19 pandemic been to your everyday life?) must be an integer between 1-5 or 8",IF C19CODIS <1 or (C19CODIS > 5 and C19CODIS ne 8),,,,,
f3-cv-m-008,008,Error,f3,cv,C19CODIS,Missingness,C19CODIS must be present,C19CODIS cannot be blank,"Q2. C19CODIS (On a scale of 1-5, how disruptive has the COVID-19 pandemic been to your everyday life?) cannot be blank",IF C19CODIS = blank,,,,,
f3-cv-c-009,009,Error,f3,cv,C19COCTL,Conformity,C19COCTL conforms,C19COCTL must be an integer between 1-5 or 8,"Q3. C19COCTL (On a scale of 1-5, how often have you felt that you were unable to control the important things in your life?) must be an integer between 1-5 or 8",IF C19COCTL <1 or (C19COCTL > 5 and C19COCTL ne 8),,,,,
f3-cv-m-010,010,Error,f3,cv,C19COCTL,Missingness,C19COCTL must be present,C19COCTL cannot be blank,"Q3. C19COCTL (On a scale of 1-5, how often have you felt that you were unable to control the important things in your life?) cannot be blank",IF C19COCTL = blank,,,,,
f3-cv-c-011,011,Error,f3,cv,C19CPESTCP,Conformity,C19CPESTCP conforms,C19CPESTCP must be an integer between 1-6 or 8,"Q4. C19CPESTCP (On a scale of 1-6 (with 1 being “I can shake off stress” and 6 being “Stress eats away at me”)
how would you rate your ability to handle stress?) must be an integer between 1-6 or 8",IF C19CPESTCP <1 or (C19CPESTCP > 6 and C19CPESTCP ne 8),,,,,
f3-cv-m-012,012,Error,f3,cv,C19CPESTCP,Missingness,C19CPESTCP must be present,C19CPESTCP cannot be blank,"Q4. C19CPESTCP (On a scale of 1-6 (with 1 being “I can shake off stress” and 6 being “Stress eats away at me”)
how would you rate your ability to handle stress?) cannot be blank",IF C19CPESTCP = blank,,,,,
f3-cv-c-013,013,Error,f3,cv,C19AMTSTCP,Conformity,C19AMTSTCP conforms,C19AMTSTCP must be an integer between 1-6 or 8,"Q5. C19AMTSTCP (In the past year, on a scale of 1-6 with 1 being “no stress” and 6 being “extreme stress”
how would you rate the amount of stress in your life (at home and at work)?) must be an integer between 1-6 or 8",IF C19AMTSTCP <1 or (C19AMTSTCP > 6 and C19AMTSTCP ne 8),,,,,
f3-cv-m-014,014,Error,f3,cv,C19AMTSTCP,Missingness,C19AMTSTCP must be present,C19AMTSTCP cannot be blank,"Q5. C19AMTSTCP (In the past year, on a scale of 1-6 with 1 being “no stress” and 6 being “extreme stress”
how would you rate the amount of stress in your life (at home and at work)?) cannot be blank",IF C19AMTSTCP = blank,,,,,
f3-cv-c-015,015,Error,f3,cv,C19CONN,Conformity,C19CONN conforms,C19CONN must be an integer between 1-3 or 8,"Q6. C19CONN (regarding your feelings of connectedness with friends and family during the COVID-19 pandemic, did you feel or have you felt…) must be an integer between 1-3 or 8",IF C19CONN <1 or (C19CONN > 3 and C19CONN ne 8),,,,,
f3-cv-m-016,016,Error,f3,cv,C19CONN,Missingness,C19CONN must be present,C19CONN cannot be blank,"Q6. C19CONN (regarding your feelings of connectedness with friends and family during the COVID-19 pandemic, did you feel or have you felt…) cannot be blank",IF C19CONN = blank,,,,,
f3-cv-c-017,017,Error,f3,cv,C19CARE,Conformity,C19CARE conforms,C19CARE must be an integer between 1-4 or 8,Q7. C19CARE (has the COVID-19 pandemic affected your ability to provide care for the research participant?) must be an integer between 1-4 or 8,IF C19CARE <1 or (C19CARE > 4 and C19CARE ne 8),,,,,
f3-cv-m-018,018,Error,f3,cv,C19CARE,Missingness,C19CARE must be present,C19CARE cannot be blank,Q7. C19CARE (has the COVID-19 pandemic affected your ability to provide care for the research participant?) cannot be blank,IF C19CARE = blank,,,,,
f3-cv-c-019,019,Error,f3,cv,C19KFAM,Conformity,C19KFAM conforms,"C19KFAM must be an integer 0, 1, or 8","Q8a. C19KFAM (what kind of care assistance, if any, has become harder to access: Respite by family or friends) must be an integer between 0, 1, or 8",IF C19KFAM <0 or (C19KFAM > 1 and C19KFAM ne 8),,,,,
f3-cv-m-020,020,Error,f3,cv,C19KFAM,Missingness,C19KFAM must be present,C19KFAM cannot be blank,"Q8a. C19KFAM (what kind of care assistance, if any, has become harder to access: Respite by family or friends) cannot be blank",IF C19KFAM = blank,,,,,
f3-cv-c-021,021,Error,f3,cv,C19KAGE,Conformity,C19KAGE conforms,"C19KAGE must be an integer 0, 1, or 8","Q8b. C19KAGE (what kind of care assistance, if any, has become harder to access: Paid respite by care agencies) must be an integer between 0, 1, or 8",IF C19KAGE <0 or (C19KAGE > 1 and C19KAGE ne 8),,,,,
f3-cv-m-022,022,Error,f3,cv,C19KAGE,Missingness,C19KAGE must be present,C19KAGE cannot be blank,"Q8b. C19KAGE (what kind of care assistance, if any, has become harder to access: Paid respite by care agencies) cannot be blank",IF C19KAGE = blank,,,,,
f3-cv-c-023,023,Error,f3,cv,C19KACT,Conformity,C19KACT conforms,"C19KACT must be an integer 0, 1, or 8","Q8c. C19KACT (what kind of care assistance, if any, has become harder to access: Day activity programs) must be an integer between 0, 1, or 8",IF C19KACT <0 or (C19KACT > 1 and C19KACT ne 8),,,,,
f3-cv-m-024,024,Error,f3,cv,C19KACT,Missingness,C19KACT must be present,C19KACT cannot be blank,"Q8c. C19KACT (what kind of care assistance, if any, has become harder to access: Day activity programs) cannot be blank",IF C19KACT = blank,,,,,
f3-cv-c-025,025,Error,f3,cv,C19KOVE,Conformity,C19KOVE conforms,"C19KOVE must be an integer 0, 1, or 8","Q8d. C19KOVE (what kind of care assistance, if any, has become harder to access: Overnight or extended-stay respite care) must be an integer between 0, 1, or 8",IF C19KOVE <0 or (C19KOVE > 1 and C19KOVE ne 8),,,,,
f3-cv-m-026,026,Error,f3,cv,C19KOVE,Missingness,C19KOVE must be present,C19KOVE cannot be blank,"Q8d. C19KOVE (what kind of care assistance, if any, has become harder to access: Overnight or extended-stay respite care) cannot be blank",IF C19KOVE = blank,,,,,
f3-cv-c-027,027,Error,f3,cv,C19KFAC,Conformity,C19KFAC conforms,"C19KFAC must be an integer 0, 1, or 8","Q8e. C19KFAC (what kind of care assistance, if any, has become harder to access: Ability to find skilled residential facility placement) must be an integer between 0, 1, or 8",IF C19KFAC <0 or (C19KFAC > 1 and C19KFAC ne 8),,,,,
f3-cv-m-028,028,Error,f3,cv,C19KFAC,Missingness,C19KFAC must be present,C19KFAC cannot be blank,"Q8e. C19KFAC (what kind of care assistance, if any, has become harder to access: Ability to find skilled residential facility placement) cannot be blank",IF C19KFAC = blank,,,,,
f3-cv-c-029,029,Error,f3,cv,C19KAPP,Conformity,C19KAPP conforms,"C19KAPP must be an integer 0, 1, or 8","Q8f. C19KAPP (what kind of care assistance, if any, has become harder to access: Medical care including physician appointments) must be an integer between 0, 1, or 8",IF C19KAPP <0 or (C19KAPP > 1 and C19KAPP ne 8),,,,,
f3-cv-m-030,030,Error,f3,cv,C19KAPP,Missingness,C19KAPP must be present,C19KAPP cannot be blank,"Q8f. C19KAPP (what kind of care assistance, if any, has become harder to access: Medical care including physician appointments) cannot be blank",IF C19KAPP = blank,,,,,
f3-cv-c-031,031,Error,f3,cv,C19KOTH,Conformity,C19KOTH conforms,"C19KOTH must be an integer 0, 1, or 8","Q8g. C19KOTH (what kind of care assistance, if any, has become harder to access: Other) must be an integer between 0, 1, or 8",IF C19KOTH <0 or (C19KOTH > 1 and C19KOTH ne 8),,,,,
f3-cv-m-032,032,Error,f3,cv,C19KOTH,Missingness,C19KOTH must be present,C19KOTH cannot be blank,"Q8g. C19KOTH (what kind of care assistance, if any, has become harder to access: Other) cannot be blank",IF C19KOTH = blank,,,,,
f3-cv-m-033,033,Error,f3,cv,C19KOTHX,Missingness,C19KOTHX conditionally present,"If C19KOTH = 1, then C19KOTHX cannot be blank","If Q8g C19KOTH = 1 (Yes), then Q8g1. C19KOTHX (what kind of care assistance, if any, has become harder to access: Other specify) cannot be blank",IF C19KOTH =1 and C19KOTHX = blank,,"C19KOTH, C19KOTHX",,,
f3-cv-m-034,034,Error,f3,cv,C19KOTHX,Missingness,C19KOTHX conditionally blank,"If C19KOTH = 0 or 8, then C19KOTHX should be blank","If Q8g C19KOTH = 0 (no) or 8 (decline to answer), then Q8g1. C19KOTHX (what kind of care assistance, if any, has become harder to access: Other specify) should be blank","IF C19KOTH in (0, 8) and C19KOTHX ne blank",,"C19KOTH, C19KOTHX",,,
f3-cv-c-035,035,Error,f3,cv,C19CORE,Conformity,C19CORE conforms,C19CORE must be an integer between 1-5 or 8,"Q9. C19CORE (On a scale of 1-5, how much has the COVID-19 pandemic changed your willingness to allow or encourage your care partner’s participation in clinical research if it requires in-person visits to the research clinic?) must be an integer between 1-5 or 8",IF C19CORE <1 or (C19CORE > 5 and C19CORE ne 8),,,,,
