"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dsdld,form_b2d_dld_summary_page,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 276px;"" border=""1"">X<tbody> <tr style=""height: 88px;"">X<td style=""width: 9.50725%; height: 88px;"">X</td> <td style=""width: 9.50725%; height: 88px;"">Category 1: Short-term memory</td> <td style=""width: 9.50725%; height: 88px;"">Category 2: Long-term memory</td> <td style=""width: 9.50725%; height: 88px;"">Category 3: Spatial & temporal orientation</td> <td style=""width: 9.50725%; height: 88px;"">Category 4: Speech</td> <td style=""width: 9.50725%; height: 88px;"">Category 5: Practical skills</td> <td style=""width: 9.50725%; height: 88px;"">Category 6: Mood</td> <td style=""width: 9.50725%; height: 88px;"">Category 7: Activity & interest</td> <td style=""width: 9.50725%; height: 88px;"">Category 8: Behavioral disturbance</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 2</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldst2}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldlt2}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldor2}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldsp2}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 3</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d; text-align: center;"">X</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldlt3}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldor3}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldpr3}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldai3}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldbd3}</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 4</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldst4}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldor4}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldsp4}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldpr4}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldai4}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldbd4}</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 5</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldst5}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldsp5}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldpr5}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldai5}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 6</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldst6}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldlt6}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldor6}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldsp6}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldai6}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldbd6}</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 7</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldst7}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldmd7}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldai7}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldbd7}</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 8</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldlt8}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldor8}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldpr8}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldmd8}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldbd8}</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 9</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldlt9}</td> <td style=""height: 17px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldor9}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldmd9}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> </tr> <tr style=""height: 17px;"">X<td style=""width: 9.50725%; height: 17px;"">Page 10</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldp10}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldm10}</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> <td style=""width: 9.50725%; height: 17px; background-color: #7e8c8d;"">X</td> </tr> <tr style=""height: 35px;"">X<td style=""width: 9.50725%; height: 35px;"">Category total</td> <td style=""height: 35px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldstm}</td> <td style=""height: 35px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldltm}</td> <td style=""height: 35px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldor}</td> <td style=""height: 35px; width: 9.50725%;"" width=""64"" height=""19"">{dsdldsp}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldprc}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldmd}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldai}</td> <td style=""height: 14.4pt; width: 9.50725%;"" width=""64"" height=""19"">{dsdldbd}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
dsdldst2,form_b2d_dld_summary_page,,text,"Category 1: Short-term memory, page 2",,,integer,0,4,,,y,,1a,,,
dsdldst4,form_b2d_dld_summary_page,,text,"Category 1: Short-term memory, page 4",,,integer,0,2,,,y,,1b,,,
dsdldst5,form_b2d_dld_summary_page,,text,"Category 1: Short-term memory, page 5",,,integer,0,4,,,y,,1c,,,
dsdldst6,form_b2d_dld_summary_page,,text,"Category 1: Short-term memory, page 6",,,integer,0,2,,,y,,1d,,,
dsdldst7,form_b2d_dld_summary_page,,text,"Category 1: Short-term memory, page 7",,,integer,0,2,,,y,,1e,,,
dsdldstm,form_b2d_dld_summary_page,,calc,"Category 1: Short-term memory total",[dsdldst2]+[dsdldst4]+[dsdldst5]+[dsdldst6]+[dsdldst7],"(0 - 14)",,,,,,y,,1,,,
dsdldlt2,form_b2d_dld_summary_page,,text,"Category 2: Long-term memory, page 2",,,integer,0,2,,,y,,2a,,,
dsdldlt3,form_b2d_dld_summary_page,,text,"Category 2: Long-term memory, page 3",,,integer,0,2,,,y,,2b,,,
dsdldlt6,form_b2d_dld_summary_page,,text,"Category 2: Long-term memory, page 6",,,integer,0,2,,,y,,2c,,,
dsdldlt8,form_b2d_dld_summary_page,,text,"Category 2: Long-term memory, page 8",,,integer,0,2,,,y,,2d,,,
dsdldlt9,form_b2d_dld_summary_page,,text,"Category 2: Long-term memory, page 9",,,integer,0,8,,,y,,2e,,,
dsdldltm,form_b2d_dld_summary_page,,calc,"Category 2: Long-term memory total",[dsdldlt2]+[dsdldlt3]+[dsdldlt6]+[dsdldlt8]+[dsdldlt9],"(0 - 16)",,,,,,y,,2,,,
dsdldor2,form_b2d_dld_summary_page,,text,"Category 3: Spatial & temporal orientation, page 2",,,integer,0,2,,,y,,3a,,,
dsdldor3,form_b2d_dld_summary_page,,text,"Category 3: Spatial & temporal orientation, page 3",,,integer,0,4,,,y,,3b,,,
dsdldor4,form_b2d_dld_summary_page,,text,"Category 3: Spatial & temporal orientation, page 4",,,integer,0,2,,,y,,3c,,,
dsdldor6,form_b2d_dld_summary_page,,text,"Category 3: Spatial & temporal orientation, page 6",,,integer,0,2,,,y,,3d,,,
dsdldor8,form_b2d_dld_summary_page,,text,"Category 3: Spatial & temporal orientation, page 8",,,integer,0,2,,,y,,3e,,,
dsdldor9,form_b2d_dld_summary_page,,text,"Category 3: Spatial & temporal orientation, page 9",,,integer,0,2,,,y,,3f,,,
dsdldor,form_b2d_dld_summary_page,,calc,"Category 3: Spatial & temporal orientation total",[dsdldor2]+[dsdldor3]+[dsdldor4]+[dsdldor6]+[dsdldor8]+[dsdldor9],"(0 - 14)",,,,,,y,,3,,,
dsdldsp2,form_b2d_dld_summary_page,,text,"Category 4: Speech, page 2",,,integer,0,2,,,y,,4a,,,
dsdldsp4,form_b2d_dld_summary_page,,text,"Category 4: Speech, page 4",,,integer,0,2,,,y,,4b,,,
dsdldsp5,form_b2d_dld_summary_page,,text,"Category 4: Speech, page 5",,,integer,0,2,,,y,,4c,,,
dsdldsp6,form_b2d_dld_summary_page,,text,"Category 4: Speech, page 6",,,integer,0,2,,,y,,4d,,,
dsdldsp,form_b2d_dld_summary_page,,calc,"Category 4: Speech total",[dsdldsp2]+[dsdldsp4]+[dsdldsp5]+[dsdldsp6],"(0 - 8)",,,,,,y,,4,,,
dsdldpr3,form_b2d_dld_summary_page,,text,"Category 5: Practical skills, page 3",,,integer,0,2,,,y,,5a,,,
dsdldpr4,form_b2d_dld_summary_page,,text,"Category 5: Practical skills, page 4",,,integer,0,4,,,y,,5b,,,
dsdldpr5,form_b2d_dld_summary_page,,text,"Category 5: Practical skills, page 5",,,integer,0,2,,,y,,5c,,,
dsdldpr8,form_b2d_dld_summary_page,,text,"Category 5: Practical skills, page 8",,,integer,0,4,,,y,,5d,,,
dsdldp10,form_b2d_dld_summary_page,,text,"Category 5: Practical skills, page 10",,,integer,0,4,,,y,,5e,,,
dsdldprc,form_b2d_dld_summary_page,,calc,"Category 5: Practical skills total",[dsdldpr3]+[dsdldpr4]+[dsdldpr5]+[dsdldpr8]+[dsdldp10],"(0 - 16)",,,,,,y,,5,,,
dsdldmd7,form_b2d_dld_summary_page,,text,"Category 6: Mood, page 7",,,integer,0,2,,,y,,6a,,,
dsdldmd8,form_b2d_dld_summary_page,,text,"Category 6: Mood, page 8",,,integer,0,6,,,y,,6b,,,
dsdldmd9,form_b2d_dld_summary_page,,text,"Category 6: Mood, page 9",,,integer,0,2,,,y,,6c,,,
dsdldm10,form_b2d_dld_summary_page,,text,"Category 6: Mood, page 10",,,integer,0,2,,,y,,6d,,,
dsdldmd,form_b2d_dld_summary_page,,calc,"Category 6: Mood total",[dsdldmd7]+[dsdldmd8]+[dsdldmd9]+[dsdldm10],"(0 - 12)",,,,,,y,,6,,,
dsdldai3,form_b2d_dld_summary_page,,text,"Category 7: Activity & interest, page 3",,,integer,0,2,,,y,,7a,,,
dsdldai4,form_b2d_dld_summary_page,,text,"Category 7: Activity & interest, page 4",,,integer,0,2,,,y,,7b,,,
dsdldai5,form_b2d_dld_summary_page,,text,"Category 7: Activity & interest, page 5",,,integer,0,4,,,y,,7c,,,
dsdldai6,form_b2d_dld_summary_page,,text,"Category 7: Activity & interest, page 6",,,integer,0,2,,,y,,7d,,,
