"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
b7_section1,b7_functional_assessment_scale_fas,,descriptive,"<table style=""border-collapse: collapse; width: 100%; height: 46px;"" border=""1""> <tbody> <tr style=""height: 28px;""> <td style=""width: 25.0708%; height: 28px; "">Form date:</td> <td style=""width: 25.0708%; height: 28px;"">{b7_visitdate}</td> <td style=""width: 25.0708%; height: 28px;"">Examiner's initials:</td> <td style=""width: 24.7875%; height: 28px;"">{b7_initials}</td> </tr>  </tbody> </table><p style=""background-color: #0e4c92; width: 100.6789%; height: 6px; "">&nbsp </p> <table style=""border-collapse: collapse; width: 100.867%; height: 330.586px; border: 0x solid #ffffff;"" border=""0""> <tbody> <tr></tr> <tr style=""height: 280.586px;""> <td style=""width: 100%; background-color: #ffffff; height: 280.586px;""> <p style=""padding-left: 0px;""><i>{b7_instruct}</i></p> <table style=""border-collapse: collapse; width: 100%; height: 28px;"" border=""1""> <tbody> <tr style=""height: 28px;""> <td style=""background-color: #eaeef2; width: 48.6399%; height: 28px; border: 1px solid #ffffff;""><i>{b7_instruct1}</i> </td> <td style=""background-color: #0e4c92; width: 8.75922%; height: 28px; font-size: 11px; border: 1px solid #ffffff;""><font style=""color: #ffffff; font-size: 10px;""> Not  applicable   (e.g., never    did)</font></td> <td style=""background-color: #0e4c92; width: 8.75922%; height: 28px; font-size: 11px; border: 1px solid #ffffff;""><font style=""color: #ffffff; font-size: 10px;"">  Normal</font></td> <td style=""background-color: #0e4c92; width: 8.75922%; height: 28px; font-size: 11px; border: 1px solid #ffffff;""><font style=""color: #ffffff; font-size: 10px;"">  Has   difficulty,    but does     by self</font></td> <td style=""background-color: #0e4c92; width: 8.75922%; height: 28px; font-size: 11px; border: 1px solid #ffffff;""><font style=""color: #ffffff; font-size: 10px;""> Requires  assistance</font></td> <td style=""background-color: #0e4c92; width: 8.75922%; height: 28px; font-size: 11px; border: 1px solid #ffffff;""><font style=""color: #ffffff; font-size: 10px;"">  Dependent</font></td> <td style=""background-color: #0e4c92; width: 8.75922%; height: 28px; font-size: 11px; border: 1px solid #ffffff;""><font style=""color: #ffffff; font-size: 10px;""> Unknown </font></td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr><td style=""width: 4%; height: 37px; border: 1px solid #ffff;"">1.</td> <td style="" font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff; "">Writing checks, paying bills, or balancing a checkbook</td> <td style=""padding-top: 10px; padding-left: 20px; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{bills:icons}</td> </tr> <tr> <td style="" background-color: #eaeef2; width: 4%; height: 37px; border: 1px solid #ffff;"">2.</td><td style=""background-color: #eaeef2; font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Assembling tax records, business affairs, or other papers</td> <td style=""padding-top: 10px; padding-left: 20px; background-color: #eaeef2; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{taxes:icons}</td> </tr> <tr><td style=""width: 4%; height: 37px; border: 1px solid #ffff;"">3.</td> <td style=""font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Shopping alone for clothes, household necessities, or groceries</td> <td style=""padding-top: 10px; padding-left: 20px; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{shopping:icons}</td> </tr> <tr> <td style=""background-color: #eaeef2; width: 4%; height: 37px; border: 1px solid #ffff;"">4.</td><td style=""background-color: #eaeef2; font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Playing a game of skill such as bridge or chess,  working on a hobby</td> <td style=""padding-top: 10px; padding-left: 20px; background-color: #eaeef2; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{games:icons}</td> </tr> <tr> <td style=""width: 4%; height: 37px; border: 1px solid #ffff;"">5.</td><td style=""font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Heating water, making a cup of coffee, turning off  the stove</td> <td style=""padding-top: 10px; padding-left: 20px; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{stove:icons}</td> </tr> <tr> <td style=""background-color: #eaeef2; width: 4%; height: 37px; border: 1px solid #ffff;"">6.</td><td style=""background-color: #eaeef2; font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Preparing a balanced meal</td> <td style=""padding-top: 10px; padding-left: 20px; background-color: #eaeef2; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{mealprep:icons}</td> </tr> <tr> <td style=""width: 4%; height: 37px; border: 1px solid #ffff;"">7.</td><td style=""font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Keeping track of current events</td> <td style=""padding-top: 10px; padding-left: 20px; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{events:icons}</td> </tr> <tr> <td style=""background-color: #eaeef2; width: 4%; height: 37px; border: 1px solid #ffff;"">8.</td><td style=""background-color: #eaeef2; font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Paying attention to and understanding a TV program, book, or magazine</td> <td style=""padding-top: 10px; padding-left: 20px; background-color: #eaeef2; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{payattn:icons}</td> </tr> <tr> <td style=""width: 4%; height: 37px; border: 1px solid #ffff;"">9.</td><td style=""font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Remembering appointments, family occasions, holidays, medications</td> <td style=""padding-top: 10px; padding-left: 20px; width: 51.2404%; border: 1px solid #ffff;"">{remdates:icons}</td> </tr> <tr> <td style=""background-color: #eaeef2;  width: 4%; height: 37px; border: 1px solid #ffff;"">10.</td><td style=""background-color: #eaeef2; font-weight: normal; width: 44.7608%; height: 37px; border: 1px solid #ffff;"">Traveling out of the neighborhood, driving, or arranging  to take public transportation</td> <td style=""padding-top: 10px; padding-left: 20px; background-color: #eaeef2; width: 51.2404%; height: 37px; border: 1px solid #ffff;"">{travel:icons}</td> </tr> </tbody> </table> </td> </tr> </tbody> </table>  <p> </p>",,,,,,,,,,,,,
b7_visitdate,b7_functional_assessment_scale_fas,,text,,,,date_mdy,,,,,,,,,,
b7_initials,b7_functional_assessment_scale_fas,,text,,,,,,,,,,,,,,
b7_instruct,b7_functional_assessment_scale_fas,,descriptive,"<p>INSTRUCTIONS: <span style=""font-weight: normal;"">This form is to be completed by the clinician or other trained health professional, based on information provided by the co-participant. For further information, see UDS Coding Guidebook for Initial Visit Packet, Form B7. Indicate the level of performance for each activity by checking the <u>one</u> appropriate response.</span></p>",,,,,,,,,,,,,
b7_instruct1,b7_functional_assessment_scale_fas,,descriptive,"<div class=""rich-text-field-label""><p> </p> <p><span style=""font-weight: normal;"">In the past four weeks, did the subject have difficulty or need help with:</span></p></div>",,,,,,,,,,,,,
bills,b7_functional_assessment_scale_fas,,radio,BILLS,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
taxes,b7_functional_assessment_scale_fas,,radio,TAXES,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
shopping,b7_functional_assessment_scale_fas,,radio,SHOPPING,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
games,b7_functional_assessment_scale_fas,,radio,GAMES,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
stove,b7_functional_assessment_scale_fas,,radio,STOVE,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
mealprep,b7_functional_assessment_scale_fas,,radio,MEALPREP,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
events,b7_functional_assessment_scale_fas,,radio,EVENTS,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
payattn,b7_functional_assessment_scale_fas,,radio,PAYATTN,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
remdates,b7_functional_assessment_scale_fas,,radio,REMDATES,"8,             | 0,             | 1,             | 2,             | 3,           | 9,   ",,,,,,,y,RH,,,,
