form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic,carry_forward
b7,F,0a. B7 Functional Assessment: FAS - Form date,FRMDATEB7,Always,mm/dd/yyyy or yyyy/mm/dd,,Date,,no
b7,F,0b. B7 Functional Assessment: FAS - Examiner's initials,INITIALSB7,No,text,,String,,no
b7,F,0c. B7 Functional Assessment: FAS - Language,LANGB7,Always,Integers 1-2,"1, English|2, Spanish",Integer,,no
b7,F,"0d. B7 Functional Assessment: FAS - In-person, remote, or not completed?",MODEB7,Always,Integers 0-2,"0, Not completed |1, In-person|2, Remote|",Integer,,no
b7,F,"0d1. If 'B7 Functional Assessment: FAS'  form was completed remotely, specify reason",RMREASB7,Conditional,Integers 1-5,"1, Too cognitively impaired|2, Too physically impaired|3, Homebound or nursing home|4, Refused in-person visit|5, Other",Integer,[modeb7]='2',no
b7,F,0d1a. What modality was used to collect this remote 'B7 Functional Assessment: FAS' form?,RMMODEB7,Conditional,Integers 1-2,"1, Telephone|2, Video",Integer,[modeb7]='2',no
b7,F,"0d2. If 'B7 Functional Assessment: FAS' not submitted, specify reason",B7NOT,Conditional,Integers 95-98,"95, Physical problem|96, Cognitive/behavioral problem|97, Other|98, Verbal refusal",Integer,[modeb7]='0',no
b7,F,"1. Writing checks, paying bills, or balancing a checkbook",BILLS,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,"2. Assembling tax records, business affairs, or other papers",TAXES,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,"3. Shopping alone for clothes, household necessities, or groceries",SHOPPING,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,"4. Playing a game of skill such as bridge or chess, working on a hobby",GAMES,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,"5. Heating water, making a cup of coffee, turning off the stove",STOVE,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,6. Preparing a balanced meal,MEALPREP,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,7. Keeping track of current events,EVENTS,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,"8. Paying attention to and understanding a TV program, book, or magazine",PAYATTN,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,"9. Remembering appointments, family occasions, holidays, medications",REMDATES,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
b7,F,"10. Traveling out of the neighborhood, driving, or arranging to take public transportation",TRAVEL,Always,"Integers 0-3, 8,9","0, Normal|1, Has difficulty, but does by self|2, Requires assistance|3, Dependent|8, Not applicable (e.g., never did)|9, Unknown",Integer,,no
