"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
a4_header,a4_participant_medications,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; height: 174.56px;"" border=""1""> <tbody> <tr style=""height: 63.0966px; border-style: none;""> <td style=""height: 126.207px; width: 17.9566%;"" rowspan=""2""><span style=""font-weight: normal;"">Mode:</span><br /><br /></td> <td style=""height: 126.207px; width: 20.3602%;"" rowspan=""2""><span style=""font-weight: normal;"">{modea4:icons}</span></td> <td style=""width: 30.6808%; height: 63.0966px; border-style: none;""> <p><span style=""font-weight: normal;"">{rmreasa4_desc}</span><br /><span style=""font-weight: normal;"">{a4not_desc}</span></p> </td> <td style=""width: 30.9654%; height: 63.0966px; text-align: left; border-style: none;""><span style=""font-weight: normal;"">{rmmodea4_desc}</span></td> </tr> <tr style=""height: 63.1108px; border-style: none;""> <td style=""width: 30.6808%; height: 63.1108px; border-style: none;""> <p><span style=""font-weight: normal;"">{rmreasa4:icons}</span><br /><span style=""font-weight: normal;"">{a4not:icons}</span></p> </td> <td style=""width: 30.9654%; text-align: left; height: 63.1108px; border-style: none;""><span style=""font-weight: normal;"">{rmmodea4:icons}</span></td> </tr> <tr style=""height: 24.1761px;""> <td style=""width: 17.9566%; height: 24.1761px;""><span style=""font-weight: normal;"">Form Date: </span></td> <td style=""width: 20.3602%; height: 24.1761px;""><span style=""font-weight: normal;"">{frmdatea4:icons}</span></td> <td style=""width: 30.6808%; height: 24.1761px;""><span style=""font-weight: normal;"">Examiner's initials:</span></td> <td style=""width: 30.9654%; height: 24.1761px;""><span style=""font-weight: normal;"">{initialsa4:icons}</span></td> </tr> <tr style=""height: 24.1761px;""> <td style=""width: 17.9566%; height: 24.1761px;""><span style=""font-weight: normal;"">Language:</span></td> <td style=""height: 24.1761px; width: 82.0065%;"" colspan=""3""><span style=""font-weight: normal;"">{langa4:icons}</span></td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
frmdatea4,a4_participant_medications,,text,"0a. A4 Participant Medications - Form date",,,date_mdy,,,,[modea4]<>'3',y,,,,,
initialsa4,a4_participant_medications,,text,"0b. A4 Participant Medications - Examiner's initials",,,,,,,[modea4]<>'3',,,,,,
langa4,a4_participant_medications,,radio,"0c. A4 Participant Medications - Language","1, English | 2, Spanish",,,,,,[modea4]<>'3',y,,,,,
modea4,a4_participant_medications,,radio,"0d. A4 Participant Medications - In-person, remote, or not completed?","1, In-person | 2, Remote | 3, Not completed",,,,,,,y,,,,,
rmreasa4_desc,a4_participant_medications,,descriptive,"Select the reason why this form was completed remotely:",,,,,,,[modea4]='2',,,,,,
rmreasa4,a4_participant_medications,,radio,"0d1. If 'A4 Participant Medications' form was completed remotely, specify reason","1, Too cognitively impaired | 2, Too physically impaired | 3, Homebound or nursing home | 4, Refused in-person visit | 5, Other",,,,,,[modea4]='2',y,,,,,
rmmodea4_desc,a4_participant_medications,,descriptive,"Select the modality used to collect this form remotely:",,,,,,,[modea4]='2',,,,,,
rmmodea4,a4_participant_medications,,radio,"0d1a. What modality was used to collect this remote 'A4 Participant Medications' form?","1, Telephone | 2, Video",,,,,,[modea4]='2',y,,,,,
a4not_desc,a4_participant_medications,,descriptive,"Please specify the reason why this form was not completed:",,,,,,,[modea4]='3',,,,,,
