form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic,carry_forward
a4,F,0a. A4 Participant Medications - Form date,FRMDATEA4,Always,mm/dd/yyyy or yyyy/mm/dd,,Date,,no
a4,F,0b. A4 Participant Medications - Examiner's initials,INITIALSA4,No,text,,String,,no
a4,F,0c. A4 Participant Medications - Language,LANGA4,Always,Integers 1-2,"1, English|2, Spanish",Integer,,no
a4,F,"0d. A4 Participant Medications - In-person, remote, or not completed?",MODEA4,Always,Integers 1-2,"1, In-person|2, Remote",Integer,,no
a4,F,"0d1. If 'A4 Participant Medications' form was completed remotely, specify reason",RMREASA4,Conditional,Integers 1-5,"1, Too cognitively impaired|2, Too physically impaired|3, Homebound or nursing home|4, Refused in-person visit|5, Other",Integer,[modea4]='2',no
a4,F,0d1a. What modality was used to collect this remote 'A4 Participant Medications' form?,RMMODEA4,Conditional,Integers 1-2,"1, Telephone|2, Video",Integer,[modea4]='2',no
a4,F,1. Is the participant currently taking any medications?,ANYMEDS,Yes,Integers 0-1,"0, No|1, Yes",Integer,,yes
a4,F,Medication 1,RXNORMID1,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 2,RXNORMID2,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 3,RXNORMID3,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 4,RXNORMID4,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 5,RXNORMID5,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 6,RXNORMID6,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 7,RXNORMID7,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 8,RXNORMID8,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 9,RXNORMID9,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 10,RXNORMID10,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 11,RXNORMID11,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 12,RXNORMID12,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 13,RXNORMID13,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 14,RXNORMID14,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 15,RXNORMID15,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 16,RXNORMID16,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 17,RXNORMID17,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 18,RXNORMID18,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 19,RXNORMID19,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 20,RXNORMID20,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 21,RXNORMID21,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 22,RXNORMID22,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 23,RXNORMID23,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 24,RXNORMID24,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 25,RXNORMID25,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 26,RXNORMID26,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 27,RXNORMID27,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 28,RXNORMID28,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 29,RXNORMID29,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 30,RXNORMID30,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 31,RXNORMID31,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 32,RXNORMID32,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 33,RXNORMID33,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 34,RXNORMID34,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 35,RXNORMID35,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 36,RXNORMID36,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 37,RXNORMID37,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 38,RXNORMID38,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 39,RXNORMID39,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes
a4,F,Medication 40,RXNORMID40,No,0 or RXCUI code,RXCUI code obtained from https://mor.nlm.nih.gov/RxNav/,Integer,[anymeds] >= '1',yes

