error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
b9l-lbd3.1ivp-m-001,001,Error,b9l,IL,FRMDATEB9L,Missingness,FRMDATEB9L must be present,FRMDATEB9L cannot be blank,Q0a. FRMDATEB9L (B9L form date) cannot be blank ,If FRMDATEB9L = blank,,,Yes,No,
b9l-lbd3.1ivp-c-002,002,Error,b9l,IL,FRMDATEB9L,Conformity,FRMDATEB9L conforms,FRMDATEB9L must be a date,Q0a. FRMDATEB9L (B9L form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,If FRMDATEB9L is not mm/dd/yyyy or yyyy/mm/dd,,,Yes,No,
b9l-lbd3.1ivp-c-003,003,Error,b9l,IL,CONSFALL,Conformity,CONSFALL conforms,CONSFALL must be an integer between 0-3 or blank,Q1. CONSFALL (Trouble falling asleep in bed at night) must be an integer between 0-3 or blank,If CONSFALL < 0 or CONSFALL > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-004,004,Error,b9l,IL,CONSWKOF,Conformity,CONSWKOF conforms,CONSWKOF must be an integer between 0-3 or blank,Q2. CONSWKOF (Felt they have woken too often) must be an integer between 0-3 or blank,If CONSWKOF < 0 or CONSWKOF > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-005,005,Error,b9l,IL,CONSLYAW,Conformity,CONSLYAW conforms,CONSLYAW must be an integer between 0-3 or blank,Q3. CONSLYAW (Felt they have been laying awake too long at night) must be an integer between 0-3 or blank,If CONSLYAW < 0 or CONSLYAW > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-006,006,Error,b9l,IL,CONSWKER,Conformity,CONSWKER conforms,CONSWKER must be an integer between 0-3 or blank,Q4. CONSWKER (Felt they have woken too early in the morning) must be an integer between 0-3 or blank,If CONSWKER < 0 or CONSWKER > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-007,007,Error,b9l,IL,CONSLTTL,Conformity,CONSLTTL conforms,CONSLTTL must be an integer between 0-3 or blank,Q5. CONSLTTL (Felt they have had too little sleep at night) must be an integer between 0-3 or blank,If CONSLTTL < 0 or CONSLTTL > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-008,008,Error,b9l,IL,SCCORATE,Conformity,SCCORATE conforms,SCCORATE must be an integer between 1-7 or blank,Q6. SCCORATE (How well has the participant slept at night during the past month?) must be an integer between 1-7 or blank,If SCCORATE < 1 or SCCORATE > 7,,,Yes,Yes,
b9l-lbd3.1ivp-c-009,009,Error,b9l,IL,CODSUNEX,Conformity,CODSUNEX conforms,CODSUNEX must be an integer between 0-3 or blank,Q7. CODSUNEX (Fallen asleep unexpectedly during day or evening) must be an integer between 0-3 or blank,If CODSUNEX < 0 or CODSUNEX > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-010,010,Error,b9l,IL,CODSSITP,Conformity,CODSSITP conforms,CODSSITP must be an integer between 0-3 or blank,Q8. CODSSITP (Fallen asleep while sitting peacefully) must be an integer between 0-3 or blank,If CODSSITP < 0 or CODSSITP > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-011,011,Error,b9l,IL,CODSWATV,Conformity,CODSWATV conforms,CODSWATV must be an integer between 0-3 or blank,Q9. CODSWATV (Fallen asleep while watching TV or reading) must be an integer between 0-3 or blank,If CODSWATV < 0 or CODSWATV > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-012,012,Error,b9l,IL,CODSTALK,Conformity,CODSTALK conforms,CODSTALK must be an integer between 0-3 or blank,Q10. CODSTALK (Fallen asleep while talking to someone) must be an integer between 0-3 or blank,If CODSTALK < 0 or CODSTALK > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-013,013,Error,b9l,IL,CODSAWDY,Conformity,CODSAWDY conforms,CODSAWDY must be an integer between 0-3 or blank,Q11. CODSAWDY (Had trouble staying awake during day or evening) must be an integer between 0-3 or blank,If CODSAWDY < 0 or CODSAWDY > 3,,,Yes,Yes,
b9l-lbd3.1ivp-c-014,014,Error,b9l,IL,CODSFLDY,Conformity,CODSFLDY conforms,CODSFLDY must be an integer between 0-3 or blank,Q12. CODFLDY (Experienced falling asleep during day as problem) must be an integer between 0-3 or blank,If CODFLDY < 0 or CODFLDY > 3,,,Yes,Yes,
